OrderID,ItemType,SalesChannel,OrderPriority,City,State,Type,UnitsSold,UnitCost,UnitSellPrice,TotalRevenue,TotalCost,TotalProfit
653148210,Cosmetics,Offline,L,Mansa,Punjab,Municipal Council,9924,263.33,437.2,4338772.8,2613286.92,1725485.88
285662829,Personal Care,Offline,C,Taliparamba,Kerala,Municipality,2834,56.67,81.73,231622.82,160602.78,71020.04
612911641,Vegetables,Online,C,Manmad,Maharashtra,Municipal Council,3030,90.93,154.06,466801.8,275517.9,191283.9
703693473,Office Supplies,Offline,L,Tanuku,Andhra Pradesh,Municipality,7391,524.96,651.21,4813093.11,3879979.36,933113.75
147119653,Clothes,Online,M,Rayachoti,Andhra Pradesh,Census town,4829,35.84,109.28,527713.12,173071.36,354641.76
402614009,Fruits,Online,C,Virudhunagar,Tamil Nadu,Municipality,1287,6.92,9.33,12007.71,8906.04,3101.67
749912869,Personal Care,Online,C,Koyilandy,Kerala,Municipality,4738,56.67,81.73,387236.74,268502.46,118734.28
539065062,Household,Online,H,Jorhat,Assam,Municipal board,186,502.54,668.27,124298.22,93472.44,30825.78
540431916,Snacks,Offline,H,Karur,Tamil Nadu,Municipality,4668,97.44,152.58,712243.44,454849.92,257393.52
694687259,Beverages,Online,C,Valparai,Tamil Nadu,Municipality,2252,31.79,47.45,106857.4,71591.08,35266.32
562817418,Cosmetics,Offline,H,Srikalahasti,Andhra Pradesh,Municipality,9036,263.33,437.2,3950539.2,2379449.88,1571089.32
676121222,Cereal,Online,L,Neyyattinkara,Kerala,Municipality,8149,117.11,205.7,1676249.3,954329.39,721919.91
286210000,Snacks,Offline,L,Bapatla,Andhra Pradesh,Municipality,4754,97.44,152.58,725365.32,463229.76,262135.56
515007579,Beverages,Online,L,Fatehabad,Haryana,Municipal Council,1042,31.79,47.45,49442.9,33125.18,16317.72
304750287,Cosmetics,Offline,C,Malout,Punjab,Municipal Council,1237,263.33,437.2,540816.4,325739.21,215077.19
467986953,Beverages,Online,H,Sankarankovil,Tamil Nadu,Municipality,6594,31.79,47.45,312885.3,209623.26,103262.04
537578904,Beverages,Offline,C,Tenkasi,Tamil Nadu,Municipality,399,31.79,47.45,18932.55,12684.21,6248.34
116699969,Vegetables,Offline,L,Ratnagiri,Maharashtra,Municipal Council,2969,90.93,154.06,457404.14,269971.17,187432.97
228836476,Snacks,Offline,C,Rabkavi Banhatti,Karnataka,City Municipal Council,6653,97.44,152.58,1015114.74,648268.32,366846.42
167787253,Vegetables,Offline,C,Sikandrabad,Uttar Pradesh,Municipal board,832,90.93,154.06,128177.92,75653.76,52524.16
647663629,Vegetables,Online,M,Chaibasa,Jharkhand,Nagar Palika Parishad,6915,90.93,154.06,1065324.9,628780.95,436543.95
652889430,Meat,Offline,L,Chirmiri,Chhattisgarh,Municipal Corporation / Corporation.,3346,364.69,421.89,1411643.94,1220252.74,191391.2
588200986,Office Supplies,Offline,M,Palwancha,Telangana,Municipality,598,524.96,651.21,389423.58,313926.08,75497.5
928647124,Personal Care,Online,L,Bhawanipatna,Odisha,Municipality,6176,56.67,81.73,504764.48,349993.92,154770.56
869589173,Cosmetics,Offline,L,Kayamkulam,Kerala,Municipality,9615,263.33,437.2,4203678,2531917.95,1671760.05
576700961,Household,Online,C,Pithampur,Madhya Pradesh,Nagar Panchayat,7485,502.54,668.27,5002000.95,3761511.9,1240489.05
735968816,Cereal,Offline,M,Nabha,Punjab,Municipal Council,8382,117.11,205.7,1724177.4,981616.02,742561.38
303691565,Snacks,Offline,M,"Shahabad, Hardoi",Uttar Pradesh,Municipal board,7938,97.44,152.58,1211180.04,773478.72,437701.32
556480538,Clothes,Offline,C,Dhenkanal,Odisha,Municipality,3812,35.84,109.28,416575.36,136622.08,279953.28
141259562,Beverages,Offline,H,Uran Islampur,Maharashtra,Municipal Council,698,31.79,47.45,33120.1,22189.42,10930.68
925264966,Cosmetics,Offline,C,Gopalganj,Bihar,Nagar Panchayat,5320,263.33,437.2,2325904,1400915.6,924988.4
346045577,Office Supplies,Online,H,Bongaigaon City,Assam,Municipal board,1431,524.96,651.21,931881.51,751217.76,180663.75
861462724,Fruits,Offline,H,Palani,Tamil Nadu,Municipality,4818,6.92,9.33,44951.94,33340.56,11611.38
499690234,Personal Care,Online,M,Pusad,Maharashtra,Municipal Council,8299,56.67,81.73,678277.27,470304.33,207972.94
509214437,Clothes,Online,H,Sopore,Jammu and Kashmir,Urban Agglomeration,6722,35.84,109.28,734580.16,240916.48,493663.68
408834159,Office Supplies,Online,M,Pilkhuwa,Uttar Pradesh,Municipal board,1968,524.96,651.21,1281581.28,1033121.28,248460
237660729,Beverages,Offline,M,Tarn Taran,Punjab,Municipal Council,7946,31.79,47.45,377037.7,252603.34,124434.36
105117976,Clothes,Online,C,Renukoot,Uttar Pradesh,Urban Agglomeration,5600,35.84,109.28,611968,200704,411264
640942227,Cereal,Offline,L,Mandamarri,Telangana,Municipality,7903,117.11,205.7,1625647.1,925520.33,700126.77
745182311,Cosmetics,Online,L,Shahabad,Karnataka,Urban Agglomeration,4860,263.33,437.2,2124792,1279783.8,845008.2
738199555,Baby Food,Offline,C,Barbil,Odisha,Municipality,8508,159.42,255.28,2171922.24,1356345.36,815576.88
110667788,Snacks,Online,L,Koratla,Telangana,Municipality,7913,97.44,152.58,1207365.54,771042.72,436322.82
673573338,Office Supplies,Online,C,Madhubani,Bihar,Municipality,4174,524.96,651.21,2718150.54,2191183.04,526967.5
708215034,Snacks,Offline,H,Arambagh,West Bengal,Municipality,5421,97.44,152.58,827136.18,528222.24,298913.94
816204202,Household,Online,M,Gohana,Haryana,Municipal Committee,1816,502.54,668.27,1213578.32,912612.64,300965.68
769464671,Beverages,Offline,L,Ladnu,Rajasthan,Municipality,550,31.79,47.45,26097.5,17484.5,8613
860232770,Beverages,Offline,L,Pattukkottai,Tamil Nadu,Municipality,848,31.79,47.45,40237.6,26957.92,13279.68
551057326,Personal Care,Offline,C,Sirsi,Karnataka,Urban Agglomeration,8963,56.67,81.73,732545.99,507933.21,224612.78
724799668,Cosmetics,Online,C,Sircilla,Telangana,Municipality,3183,263.33,437.2,1391607.6,838179.39,553428.21
534633624,Cosmetics,Offline,H,Tamluk,West Bengal,Municipality,8825,263.33,437.2,3858290,2323887.25,1534402.75
554045522,Beverages,Offline,H,Jagraon,Punjab,Municipal Council,3237,31.79,47.45,153595.65,102904.23,50691.42
526834189,Clothes,Online,C,AlipurdUrban Agglomerationr,West Bengal,Municipality,799,35.84,109.28,87314.72,28636.16,58678.56
717110955,Household,Online,C,Alirajpur,Madhya Pradesh,Municipality,7922,502.54,668.27,5294034.94,3981121.88,1312913.06
559299647,Baby Food,Offline,L,Tandur,Telangana,Municipality,8049,159.42,255.28,2054748.72,1283171.58,771577.14
908136594,Meat,Online,M,Naidupet,Andhra Pradesh,Municipality,6654,364.69,421.89,2807256.06,2426647.26,380608.8
888670623,Office Supplies,Offline,M,Tirupathur,Tamil Nadu,Municipality,6240,524.96,651.21,4063550.4,3275750.4,787800
146263062,Office Supplies,Offline,C,Tohana,Haryana,Municipal Committee,1345,524.96,651.21,875877.45,706071.2,169806.25
196587741,Office Supplies,Offline,L,Ratangarh,Rajasthan,Municipality,3536,524.96,651.21,2302678.56,1856258.56,446420
375630986,Baby Food,Online,M,Dhubri,Assam,Municipal board,6411,159.42,255.28,1636600.08,1022041.62,614558.46
989691627,Beverages,Offline,H,Masaurhi,Bihar,Nagar Parishad,600,31.79,47.45,28470,19074,9396
165380990,Household,Offline,H,Visnagar,Gujarat,Municipality,8765,502.54,668.27,5857386.55,4404763.1,1452623.45
599622905,Snacks,Online,C,Vrindavan,Uttar Pradesh,Municipal board,597,97.44,152.58,91090.26,58171.68,32918.58
109653699,Personal Care,Offline,C,Nokha,Rajasthan,Municipality,7821,56.67,81.73,639210.33,443216.07,195994.26
183022201,Meat,Offline,M,Nagari,Andhra Pradesh,Municipality,9191,364.69,421.89,3877590.99,3351865.79,525725.2
127589738,Personal Care,Online,L,Narwana,Haryana,Municipal Council,5494,56.67,81.73,449024.62,311344.98,137679.64
221530139,Fruits,Offline,L,Ramanathapuram,Tamil Nadu,Municipality,4546,6.92,9.33,42414.18,31458.32,10955.86
363329732,Office Supplies,Offline,M,Ujhani,Uttar Pradesh,Nagar Palika Parishad.,6197,524.96,651.21,4035548.37,3253177.12,782371.25
521787345,Fruits,Online,C,Samastipur,Bihar,Urban Agglomeration,7325,6.92,9.33,68342.25,50689,17653.25
286014306,Meat,Online,L,Laharpur,Uttar Pradesh,Nagar Palika Parishad,6844,364.69,421.89,2887415.16,2495938.36,391476.8
215434443,Cereal,Offline,C,Sangamner,Maharashtra,Municipal Council,694,117.11,205.7,142755.8,81274.34,61481.46
489784085,Snacks,Online,L,Nimbahera,Rajasthan,Municipality,6850,97.44,152.58,1045173,667464,377709
459112060,Office Supplies,Offline,C,Siddipet,Telangana,Municipality,316,524.96,651.21,205782.36,165887.36,39895
893779695,Office Supplies,Online,C,Suri,West Bengal,Municipality,8128,524.96,651.21,5293034.88,4266874.88,1026160
834460818,Meat,Offline,M,Diphu,Assam,Town Committee / Town Area Committee,4355,364.69,421.89,1837330.95,1588224.95,249106
742141759,Beverages,Online,C,Jhargram,West Bengal,Municipality,5093,31.79,47.45,241662.85,161906.47,79756.38
248121345,Vegetables,Offline,M,Shirpur-Warwade,Maharashtra,Municipal Council,3475,90.93,154.06,535358.5,315981.75,219376.75
404010903,Clothes,Offline,M,Tilhar,Uttar Pradesh,Nagar Palika Parishad.,4659,35.84,109.28,509135.52,166978.56,342156.96
531734263,Household,Online,L,Sindhnur,Karnataka,Town Municipal Council,840,502.54,668.27,561346.8,422133.6,139213.2
473527753,Baby Food,Online,C,Udumalaipettai,Tamil Nadu,Municipality,6240,159.42,255.28,1592947.2,994780.8,598166.4
141940200,Cereal,Offline,M,Malkapur,Maharashtra,Municipal Council,2114,117.11,205.7,434849.8,247570.54,187279.26
869832932,Household,Offline,M,Wanaparthy,Telangana,Municipality,1749,502.54,668.27,1168804.23,878942.46,289861.77
460379779,Snacks,Online,H,Gudur,Andhra Pradesh,Municipality,5462,97.44,152.58,833391.96,532217.28,301174.68
837067067,Vegetables,Online,C,Kendujhar,Odisha,Municipality,5602,90.93,154.06,863044.12,509389.86,353654.26
393693625,Beverages,Online,C,Mandla,Madhya Pradesh,Urban Agglomeration,1547,31.79,47.45,73405.15,49179.13,24226.02
744370782,Vegetables,Offline,L,Mandi,Himachal Pradesh,Municipal Council,4711,90.93,154.06,725776.66,428371.23,297405.43
873522365,Cosmetics,Offline,M,Nedumangad,Kerala,Municipality,3534,263.33,437.2,1545064.8,930608.22,614456.58
285884702,Beverages,Online,L,North Lakhimpur,Assam,Municipal board,8491,31.79,47.45,402897.95,269928.89,132969.06
356506621,Cosmetics,Online,H,Vinukonda,Andhra Pradesh,Municipality,7086,263.33,437.2,3097999.2,1865956.38,1232042.82
280749452,Baby Food,Offline,L,Tiptur,Karnataka,City Municipal Council,8856,159.42,255.28,2260759.68,1411823.52,848936.16
224287021,Baby Food,Online,M,Gobichettipalayam,Tamil Nadu,Municipality,368,159.42,255.28,93943.04,58666.56,35276.48
873105657,Fruits,Offline,M,Sunabeda,Odisha,Notified area committee / Notified Area Council,221,6.92,9.33,2061.93,1529.32,532.61
283504188,Snacks,Offline,C,Wani,Maharashtra,Municipal Council,4044,97.44,152.58,617033.52,394047.36,222986.16
632093942,Beverages,Offline,C,Upleta,Gujarat,Municipality,9499,31.79,47.45,450727.55,301973.21,148754.34
565798747,Meat,Offline,L,Narasapuram,Andhra Pradesh,Municipality,1277,364.69,421.89,538753.53,465709.13,73044.4
151854932,Vegetables,Online,M,Nuzvid,Andhra Pradesh,Municipality,6104,90.93,154.06,940382.24,555036.72,385345.52
427811324,Vegetables,Online,H,Tezpur,Assam,Municipal board.,7733,90.93,154.06,1191345.98,703161.69,488184.29
251529252,Fruits,Online,L,Una,Gujarat,Municipality,1950,6.92,9.33,18193.5,13494,4699.5
351182544,Snacks,Offline,C,Markapur,Andhra Pradesh,Municipality,1574,97.44,152.58,240160.92,153370.56,86790.36
175257527,Meat,Offline,H,Sheopur,Madhya Pradesh,Urban Agglomeration,1452,364.69,421.89,612584.28,529529.88,83054.4
142553031,Snacks,Online,H,Thiruvarur,Tamil Nadu,Municipality,3465,97.44,152.58,528689.7,337629.6,191060.1
292180383,Fruits,Offline,H,Sidhpur,Gujarat,Urban Agglomeration,1523,6.92,9.33,14209.59,10539.16,3670.43
733563411,Fruits,Offline,L,Sahaswan,Uttar Pradesh,Municipal board,6569,6.92,9.33,61288.77,45457.48,15831.29
296438443,Beverages,Online,H,Suratgarh,Rajasthan,Municipality,1578,31.79,47.45,74876.1,50164.62,24711.48
580854308,Meat,Offline,C,Shajapur,Madhya Pradesh,Urban Agglomeration,6552,364.69,421.89,2764223.28,2389448.88,374774.4
107172334,Cosmetics,Offline,H,Rayagada,Odisha,Municipality,3530,263.33,437.2,1543316,929554.9,613761.1
166066348,Baby Food,Offline,H,Lonavla,Maharashtra,Municipal Council,1578,159.42,255.28,402831.84,251564.76,151267.08
768522679,Snacks,Offline,H,Ponnur,Andhra Pradesh,Municipality,1794,97.44,152.58,273728.52,174807.36,98921.16
195840156,Household,Online,M,Kagaznagar,Telangana,Municipality,2309,502.54,668.27,1543035.43,1160364.86,382670.57
849630105,Cosmetics,Offline,L,Gadwal,Telangana,Municipality,3284,263.33,437.2,1435764.8,864775.72,570989.08
701816356,Fruits,Offline,M,Bhatapara,Chhattisgarh,Municipality,1910,6.92,9.33,17820.3,13217.2,4603.1
944635236,Office Supplies,Online,M,Kandukur,Andhra Pradesh,Municipality,7413,524.96,651.21,4827419.73,3891528.48,935891.25
140635573,Vegetables,Online,L,Sangareddy,Telangana,Municipality,6046,90.93,154.06,931446.76,549762.78,381683.98
972678697,Meat,Online,C,Unjha,Gujarat,Municipality,6096,364.69,421.89,2571841.44,2223150.24,348691.2
793938434,Fruits,Online,M,Lunglei,Mizoram,Notified Town,2880,6.92,9.33,26870.4,19929.6,6940.8
177901113,Baby Food,Online,L,Karimganj,Assam,Municipal board,3747,159.42,255.28,956534.16,597346.74,359187.42
668365561,Beverages,Online,L,Kannur,Kerala,Municipality,3077,31.79,47.45,146003.65,97817.83,48185.82
729443109,Vegetables,Online,C,Bobbili,Andhra Pradesh,Municipality,7281,90.93,154.06,1121710.86,662061.33,459649.53
695557582,Fruits,Offline,H,Mokameh,Bihar,Municipality,9800,6.92,9.33,91434,67816,23618
521445310,Household,Offline,H,Talegaon Dabhade,Maharashtra,Municipal Council,6110,502.54,668.27,4083129.7,3070519.4,1012610.3
232155120,Personal Care,Online,L,Anjangaon,Maharashtra,Municipal Council,8714,56.67,81.73,712195.22,493822.38,218372.84
373048341,Beverages,Online,L,Mangrol,Gujarat,Urban Agglomeration,2149,31.79,47.45,101970.05,68316.71,33653.34
659798800,Office Supplies,Offline,L,Sunam,Punjab,Urban Agglomeration,7982,524.96,651.21,5197958.22,4190230.72,1007727.5
428392827,Household,Online,C,Gangarampur,West Bengal,Municipality,9812,502.54,668.27,6557065.24,4930922.48,1626142.76
885129249,Personal Care,Offline,M,Thiruvallur,Tamil Nadu,Municipality,8269,56.67,81.73,675825.37,468604.23,207221.14
156619393,Meat,Online,C,Tirur,Kerala,Municipality,6014,364.69,421.89,2537246.46,2193245.66,344000.8
939787089,Baby Food,Offline,M,Rath,Uttar Pradesh,Municipal board,2739,159.42,255.28,699211.92,436651.38,262560.54
151868665,Vegetables,Online,C,Jatani,Odisha,Municipality,168,90.93,154.06,25882.08,15276.24,10605.84
180412948,Cereal,Offline,C,Viramgam,Gujarat,Municipality,7055,117.11,205.7,1451213.5,826211.05,625002.45
333281266,Fruits,Offline,H,Rajsamand,Rajasthan,Municipality,4188,6.92,9.33,39074.04,28980.96,10093.08
888647449,Cosmetics,Online,L,Yanam,Puducherry,Municipality,9383,263.33,437.2,4102247.6,2470825.39,1631422.21
844997823,Clothes,Offline,M,Kottayam,Kerala,Municipality,2488,35.84,109.28,271888.64,89169.92,182718.72
171131217,Fruits,Online,M,Panruti,Tamil Nadu,Municipality,385,6.92,9.33,3592.05,2664.2,927.85
256158959,Office Supplies,Online,C,Dhuri,Punjab,Municipal Council,1983,524.96,651.21,1291349.43,1040995.68,250353.75
759504878,Cosmetics,Online,H,Namakkal,Tamil Nadu,Municipality,3226,263.33,437.2,1410407.2,849502.58,560904.62
960905301,Fruits,Online,C,Kasaragod,Kerala,Municipality,2087,6.92,9.33,19471.71,14442.04,5029.67
210409057,Office Supplies,Offline,C,Modasa,Gujarat,Municipality,3570,524.96,651.21,2324819.7,1874107.2,450712.5
178377473,Cosmetics,Offline,C,Rayadurg,Andhra Pradesh,Municipality,4713,263.33,437.2,2060523.6,1241074.29,819449.31
805484378,Fruits,Online,M,Supaul,Bihar,Municipality,9582,6.92,9.33,89400.06,66307.44,23092.62
752716100,Beverages,Online,C,Kunnamkulam,Kerala,Municipality,4276,31.79,47.45,202896.2,135934.04,66962.16
551371467,Clothes,Online,M,Umred,Maharashtra,Municipal Council,1925,35.84,109.28,210364,68992,141372
353061807,Snacks,Offline,M,Bellampalle,Telangana,Municipality,7689,97.44,152.58,1173187.62,749216.16,423971.46
379710948,Personal Care,Online,C,Sibsagar,Assam,Municipal board,3762,56.67,81.73,307468.26,213192.54,94275.72
473555219,Cereal,Online,H,Mandi Dabwali,Haryana,Municipal Committee,4368,117.11,205.7,898497.6,511536.48,386961.12
547143447,Office Supplies,Online,C,Ottappalam,Kerala,Municipality,760,524.96,651.21,494919.6,398969.6,95950
133336961,Personal Care,Online,C,Dumraon,Bihar,Notified area committee / Notified Area Council,6225,56.67,81.73,508769.25,352770.75,155998.5
635309588,Meat,Online,H,Samalkot,Andhra Pradesh,Municipality,1080,364.69,421.89,455641.2,393865.2,61776
376547658,Beverages,Online,C,Jaggaiahpet,Andhra Pradesh,Municipality,7675,31.79,47.45,364178.75,243988.25,120190.5
450849997,Clothes,Offline,M,Goalpara,Assam,Municipal board,5388,35.84,109.28,588800.64,193105.92,395694.72
672327935,Personal Care,Online,M,Tuni,Andhra Pradesh,Municipality,5631,56.67,81.73,460221.63,319108.77,141112.86
925405299,Cereal,Offline,L,Lachhmangarh,Rajasthan,Municipality,6847,117.11,205.7,1408427.9,801852.17,606575.73
714818418,Household,Offline,H,Bhongir,Telangana,Municipality,9509,502.54,668.27,6354579.43,4778652.86,1575926.57
515616118,Beverages,Offline,C,Amalapuram,Andhra Pradesh,Municipality,1122,31.79,47.45,53238.9,35668.38,17570.52
423159730,Cereal,Offline,C,Firozpur Cantt.,Punjab,Cantonment Board / Cantonment,1222,117.11,205.7,251365.4,143108.42,108256.98
603123080,Personal Care,Offline,H,Vikarabad,Telangana,Municipality,6377,56.67,81.73,521192.21,361384.59,159807.62
841492497,Meat,Offline,C,Thiruvalla,Kerala,Municipality,5185,364.69,421.89,2187499.65,1890917.65,296582
994566810,Cereal,Offline,L,Sherkot,Uttar Pradesh,Municipal board,3275,117.11,205.7,673667.5,383535.25,290132.25
538957345,Vegetables,Offline,M,Palghar,Maharashtra,Municipal Council,8310,90.93,154.06,1280238.6,755628.3,524610.3
821587932,Fruits,Offline,L,Shegaon,Maharashtra,Municipal Council,4981,6.92,9.33,46472.73,34468.52,12004.21
109694898,Household,Online,C,Jangaon,Telangana,Municipality,13,502.54,668.27,8687.51,6533.02,2154.49
340827071,Meat,Offline,M,Bheemunipatnam,Andhra Pradesh,Municipality,7159,364.69,421.89,3020310.51,2610815.71,409494.8
372845780,Meat,Offline,L,Panna,Madhya Pradesh,Urban Agglomeration,2207,364.69,421.89,931111.23,804870.83,126240.4
933924853,Fruits,Online,M,Thodupuzha,Kerala,Municipality,7973,6.92,9.33,74388.09,55173.16,19214.93
572550618,Office Supplies,Online,L,KathUrban Agglomeration,Jammu and Kashmir,Municipal Council,9306,524.96,651.21,6060160.26,4885277.76,1174882.5
607521903,Meat,Online,M,Palitana,Gujarat,Municipality,8086,364.69,421.89,3411402.54,2948883.34,462519.2
177950036,Snacks,Online,H,Arwal,Bihar,Nagar Panchayat.,8225,97.44,152.58,1254970.5,801444,453526.5
293258845,Beverages,Offline,M,Venkatagiri,Andhra Pradesh,Municipality,664,31.79,47.45,31506.8,21108.56,10398.24
683184659,Beverages,Online,C,Kalpi,Uttar Pradesh,Nagar Palika Parishad,8377,31.79,47.45,397488.65,266304.83,131183.82
247776305,Cereal,Online,L,Rajgarh (Churu),Rajasthan,Urban Agglomeration,1370,117.11,205.7,281809,160440.7,121368.3
207395112,Meat,Offline,C,Sattenapalle,Andhra Pradesh,Municipality,1677,364.69,421.89,707509.53,611585.13,95924.4
952714908,Vegetables,Offline,L,Arsikere,Karnataka,Town Municipal Council,8367,90.93,154.06,1289020.02,760811.31,528208.71
694722020,Vegetables,Online,C,Ozar,Maharashtra,Census town,2539,90.93,154.06,391158.34,230871.27,160287.07
414715278,Household,Online,H,Thirumangalam,Tamil Nadu,Municipality,2321,502.54,668.27,1551054.67,1166395.34,384659.33
714306008,Snacks,Offline,M,Petlad,Gujarat,Municipality,7876,97.44,152.58,1201720.08,767437.44,434282.64
465418040,Snacks,Online,H,Nasirabad,Rajasthan,Cantonment Board / Cantonment,6396,97.44,152.58,975901.68,623226.24,352675.44
860287702,Cereal,Online,M,Phaltan,Maharashtra,Municipal Council,7103,117.11,205.7,1461087.1,831832.33,629254.77
461463820,Vegetables,Online,C,Rampurhat,West Bengal,Municipality,6254,90.93,154.06,963491.24,568676.22,394815.02
151807725,Baby Food,Offline,M,Nanjangud,Karnataka,Town Municipal Council,2134,159.42,255.28,544767.52,340202.28,204565.24
884493243,Meat,Offline,C,Forbesganj,Bihar,Municipality,61,364.69,421.89,25735.29,22246.09,3489.2
533006703,Cosmetics,Offline,M,Tundla,Uttar Pradesh,Nagar Palika Parishad,7383,263.33,437.2,3227847.6,1944165.39,1283682.21
641146934,Vegetables,Online,C,BhabUrban Agglomeration,Bihar,Nagar Panchayat,8480,90.93,154.06,1306428.8,771086.4,535342.4
573025262,Cosmetics,Offline,M,Sagara,Karnataka,Town Municipal Council,9764,263.33,437.2,4268820.8,2571154.12,1697666.68
663065516,Household,Offline,C,Pithapuram,Andhra Pradesh,Municipality,4676,502.54,668.27,3124830.52,2349877.04,774953.48
866004025,Beverages,Online,M,Sira,Karnataka,Town Municipal Council,8691,31.79,47.45,412387.95,276286.89,136101.06
306889617,Baby Food,Online,H,Bhadrachalam,Telangana,Census town,4312,159.42,255.28,1100767.36,687419.04,413348.32
431083619,Personal Care,Online,M,Charkhi Dadri,Haryana,Nagar Palika Parishad,6077,56.67,81.73,496673.21,344383.59,152289.62
954259860,Personal Care,Online,H,Chatra,Jharkhand,Municipality,5553,56.67,81.73,453846.69,314688.51,139158.18
312404668,Personal Care,Offline,C,Palasa Kasibugga,Andhra Pradesh,Nagar Panchayat,6338,56.67,81.73,518004.74,359174.46,158830.28
611816871,Office Supplies,Offline,C,Nohar,Rajasthan,Municipality,9063,524.96,651.21,5901916.23,4757712.48,1144203.75
879107797,Office Supplies,Online,C,Yevla,Maharashtra,Municipal Council,6388,524.96,651.21,4159929.48,3353444.48,806485
211202274,Vegetables,Offline,C,Sirhind Fatehgarh Sahib,Punjab,Municipal Council,8005,90.93,154.06,1233250.3,727894.65,505355.65
925333631,Fruits,Online,H,Bhainsa,Telangana,Municipality,5639,6.92,9.33,52611.87,39021.88,13589.99
909053695,Snacks,Offline,C,Parvathipuram,Andhra Pradesh,Municipality,8044,97.44,152.58,1227353.52,783807.36,443546.16
370222795,Baby Food,Online,L,Shahade,Maharashtra,Municipal Council,6007,159.42,255.28,1533466.96,957635.94,575831.02
487014758,Cosmetics,Offline,H,Chalakudy,Kerala,Municipality,7344,263.33,437.2,3210796.8,1933895.52,1276901.28
257915914,Vegetables,Online,M,Narkatiaganj,Bihar,Nagar Parishad,1905,90.93,154.06,293484.3,173221.65,120262.65
551725089,Meat,Offline,M,Kapadvanj,Gujarat,Municipality,6569,364.69,421.89,2771395.41,2395648.61,375746.8
957553613,Meat,Offline,L,Macherla,Andhra Pradesh,Municipality,248,364.69,421.89,104628.72,90443.12,14185.6
234825313,Office Supplies,Offline,L,Raghogarh-Vijaypur,Madhya Pradesh,Municipality,8883,524.96,651.21,5784698.43,4663219.68,1121478.75
363276517,Snacks,Online,M,Rupnagar,Punjab,Municipal Council,449,97.44,152.58,68508.42,43750.56,24757.86
692956054,Personal Care,Online,M,Naugachhia,Bihar,Nagar Panchayat,9950,56.67,81.73,813213.5,563866.5,249347
194225251,Cosmetics,Online,H,Sendhwa,Madhya Pradesh,Municipality,4423,263.33,437.2,1933735.6,1164708.59,769027.01
607757937,Fruits,Online,L,Byasanagar,Odisha,Municipality,7934,6.92,9.33,74024.22,54903.28,19120.94
594540441,Cereal,Offline,H,Sandila,Uttar Pradesh,Municipal board,6583,117.11,205.7,1354123.1,770935.13,583187.97
685871589,Vegetables,Online,L,Gooty,Andhra Pradesh,Census town,3500,90.93,154.06,539210,318255,220955
133362710,Cereal,Offline,C,Salur,Andhra Pradesh,Municipality,3844,117.11,205.7,790710.8,450170.84,340539.96
958937633,Clothes,Offline,H,Nanpara,Uttar Pradesh,Nagar Palika Parishad,9810,35.84,109.28,1072036.8,351590.4,720446.4
304832684,Vegetables,Online,C,Sardhana,Uttar Pradesh,Municipal board,5620,90.93,154.06,865817.2,511026.6,354790.6
783596694,Baby Food,Offline,L,Vita,Maharashtra,Municipal Council,2530,159.42,255.28,645858.4,403332.6,242525.8
128090989,Household,Offline,C,Gumia,Jharkhand,Census town,3825,502.54,668.27,2556132.75,1922215.5,633917.25
641489398,Vegetables,Offline,M,Puttur,Karnataka,Town Municipal Council,9823,90.93,154.06,1513331.38,893205.39,620125.99
647278249,Clothes,Offline,M,Jalandhar Cantt.,Punjab,Cantonment Board / Cantonment,2873,35.84,109.28,313961.44,102968.32,210993.12
339256370,Clothes,Online,H,Nehtaur,Uttar Pradesh,Nagar Palika Parishad,2354,35.84,109.28,257245.12,84367.36,172877.76
431535089,Baby Food,Offline,M,Changanassery,Kerala,Municipality,9677,159.42,255.28,2470344.56,1542707.34,927637.22
808538234,Cereal,Offline,C,Mandapeta,Andhra Pradesh,Municipality,3286,117.11,205.7,675930.2,384823.46,291106.74
975002133,Personal Care,Online,C,Dumka,Jharkhand,Notified area committee / Notified Area Council,3653,56.67,81.73,298559.69,207015.51,91544.18
505975615,Snacks,Online,H,Seohara,Uttar Pradesh,Urban Agglomeration,8283,97.44,152.58,1263820.14,807095.52,456724.62
396820008,Vegetables,Offline,M,Umarkhed,Maharashtra,Municipal Council,6714,90.93,154.06,1034358.84,610504.02,423854.82
813209140,Vegetables,Online,H,Madhupur,Jharkhand,Municipality,5511,90.93,154.06,849024.66,501115.23,347909.43
641129338,Baby Food,Online,M,Vikramasingapuram,Tamil Nadu,Municipality,3273,159.42,255.28,835531.44,521781.66,313749.78
636879432,Meat,Offline,C,Punalur,Kerala,Municipality,5632,364.69,421.89,2376084.48,2053934.08,322150.4
277070748,Snacks,Online,C,Kendrapara,Odisha,Municipality,246,97.44,152.58,37534.68,23970.24,13564.44
908627116,Cosmetics,Offline,H,Sihor,Gujarat,Municipality,1810,263.33,437.2,791332,476627.3,314704.7
798784863,Cosmetics,Offline,C,Nellikuppam,Tamil Nadu,Municipality,7047,263.33,437.2,3080948.4,1855686.51,1225261.89
985092818,Beverages,Offline,H,Samana,Punjab,Municipal Council,9711,31.79,47.45,460786.95,308712.69,152074.26
325412309,Snacks,Offline,C,Warora,Maharashtra,Municipal Council,5588,97.44,152.58,852617.04,544494.72,308122.32
447917163,Beverages,Online,M,Nilambur,Kerala,Census town,7497,31.79,47.45,355732.65,238329.63,117403.02
